158.60922,189.20073,116.572495
171.84523,117.74521,-70.543205
106.15513,116.74929,121.40397
-34.147503,-94.44415,-83.024666
-3.9937115,252.41086,26.571527
-266.62222,-124.56544,-67.57558
-94.68976,-39.796597,-17.526592
-9.707659,2.0126219,111.94883
101.05161,24.993053,-249.22392
-49.56033,-19.41904,224.18826
-36.229515,124.12275,176.77072
-136.29364,-133.02002,291.283
147.76112,-89.40374,87.01433
305.71832,-63.964687,-159.31404
359.24326,159.12775,-73.76597
-88.53081,92.4825,27.586113
365.73984,2.7105753,0.46371967
-179.89943,272.62823,96.60522
-347.4539,91.25715,32.8508
236.82077,-297.74887,-5.3958697
-66.91728,140.35638,5.679729
-231.59921,-60.8997,92.2573
-96.371346,154.80653,87.421776
-15.660722,-192.161,-132.22816
29.166426,216.61658,258.7111
-160.66814,-2.7707965,-278.68225
259.59464,-166.04138,-153.47757
-97.39734,-210.14258,-143.71126
318.952,132.40356,-113.19872
-61.501545,-79.64131,177.2852
-15.744502,-73.806816,215.99277
142.273,-323.95383,-40.660194
233.214,-96.541176,94.37393
201.79066,27.224949,263.8688
111.830666,117.26775,180.18286
-73.23944,24.107159,-2.6413536
-269.01627,-195.8652,-46.672092
284.53873,-61.07675,-234.57387
-96.051285,160.24106,-177.10378
-273.75922,260.1848,18.986307
-178.43051,336.08054,41.493744
26.88308,-173.59926,162.41154
-11.517332,55.74237,331.7472
-45.01064,166.74794,-120.20165
225.02364,222.18883,-129.21605
47.60587,153.4261,-261.7135
-25.157406,82.17318,-49.0713
-94.36983,-89.31861,230.65312
337.9232,-92.32322,-208.1209
-135.64598,156.03482,-82.641975
145.59363,-31.017681,313.3207
-305.08002,66.05417,-56.60022
-93.703316,49.46594,-56.786453
-200.57422,-147.90515,-111.91243
320.83588,97.06803,13.883398
-108.82649,-142.06085,-178.07997
-186.91087,251.69225,-70.947426
222.4136,104.175316,14.832572
-204.41731,33.6275,170.72221
36.33228,156.80478,86.73732
86.62042,339.04178,10.297487
255.23514,17.192177,-92.11148
-83.35337,-73.44603,114.369675
223.60411,-244.57217,-91.94773
109.95381,-297.03586,94.89473
-280.87057,242.79268,92.63947
138.69905,90.28231,-128.40552
-177.5665,25.410172,-29.966425
62.41752,-71.4864,98.6262
-103.521324,8.008958,-160.16756
373.4076,60.416046,23.53021
-241.25821,-37.98264,9.882851
-161.20079,-103.668434,67.41761
298.11618,-139.03531,-236.61388
-174.55771,165.4958,-178.84244
179.48042,-181.17332,-108.007935
232.80656,-112.864746,11.857335
-235.2358,178.74673,67.57401
-356.52606,35.22286,81.34853
137.4325,177.56992,190.43056
-33.38742,173.5597,-269.12912
-202.99733,286.06424,-4.4877944
6.03533,-67.19311,80.92557
282.32468,-132.9171,-27.225409
340.90604,53.449924,-34.18018
-97.73994,-118.66856,18.20577
23.63928,207.71375,143.76555
31.40117,28.107466,-112.22217
-92.509865,-350.4114,43.08229
