cnt,wrd,x,y,z
-249.51157,470.3678,-146.85846
713.88794,223.44612,-11.332382
76.18968,469.91916,-422.63843
614.8916,-216.4215,181.79692
-98.27875,-293.4392,18.694181
-93.43561,-422.16803,435.6903
221.50072,-173.54384,316.82138
-37.99762,33.433815,-335.26456
-139.51028,169.2861,-707.4943
317.122,-555.8543,144.45082
-655.37915,-166.14099,91.08737
194.5159,-286.98465,-205.07054
107.37035,-48.67856,684.4471
534.811,-243.77284,-388.44678
199.37523,533.39166,-24.97665
29.603676,112.95365,20.481886
104.7402,240.48405,446.516
27.752048,-280.35834,-597.878
377.50955,-2.9668467,-27.305443
-685.85016,177.77473,-137.31506
-365.9152,-131.42586,-194.79762
-128.78091,382.73822,214.56505
-536.77203,802.5185,-158.68642
754.4234,-1422.6165,324.29825
-430.5922,-511.2199,119.02918
-225.92142,-63.164062,283.1021
-472.1975,200.51447,182.8405
-331.04846,179.35811,586.6336
-258.5742,722.26917,283.91183
396.29266,301.4946,240.71608
-404.43634,213.70824,-395.43735
-21.67079,-639.5221,-183.94194
385.8186,199.68527,-379.28543
