192.65826,-40.585,-395.59366
-4.365666,56.78423,390.54395
-10.713607,-165.76343,508.6765
-45.044994,282.77982,103.94746
257.95813,229.5379,-157.1783
-9.168045,-83.69778,-191.97896
206.25508,40.029118,370.39676
-119.31091,-89.26461,294.99176
110.11595,334.49063,-257.87747
242.73135,135.77075,35.138844
207.7361,312.37457,129.33002
422.4584,322.4529,142.37836
-281.62296,108.45491,-120.67019
3.1493,-359.48337,351.03287
378.1678,-90.23104,-64.54518
52.415974,163.85838,-53.658283
-130.16801,126.397736,195.31546
209.08041,268.6047,336.20914
324.71774,326.81656,-99.730515
363.63254,86.325455,-264.0375
329.90295,-316.66037,-69.98689
-145.02371,499.09003,22.016157
202.98419,185.78178,-404.65228
13.891765,-194.03421,179.30284
410.2079,-160.99675,256.34375
415.8769,-307.6034,186.89568
487.6352,-99.774055,-294.02545
-258.36868,-453.9787,-18.654041
62.503063,602.54315,-99.811195
92.808975,-449.9155,-143.31859
-127.655624,-205.61815,27.58237
-315.61093,-240.79578,63.47133
206.05246,-45.323685,-172.8414
233.52335,-516.3631,97.81043
47.75851,-125.84566,-17.94441
-224.68234,-51.03035,-457.38165
520.8466,-89.005486,-22.163752
429.6114,50.974922,21.26015
-298.48743,335.48254,-231.2372
-269.44705,79.52115,333.14905
133.30115,-259.59607,-228.03139
-79.34029,201.33775,-201.25299
359.75824,68.54207,227.32822
-85.36194,434.47403,-193.67206
-510.189,-117.62968,84.95208
208.1569,-197.94188,427.30457
91.40165,-49.79961,240.09654
-372.30118,453.5839,172.42117
-437.17084,142.20027,-259.03525
-202.87694,177.25499,490.92816
-182.1216,-341.45862,214.31969
-180.6037,-38.996773,-217.92998
-132.69989,-51.10933,76.93139
-128.1344,147.6949,-4.533013
-42.83934,8.285194,-30.211922
76.628494,35.64496,84.62473
176.9394,-89.41,36.97569
-84.083435,-274.35342,-358.11487
-300.5806,-87.19185,-74.442955
-330.4021,-194.91806,-273.3438
306.99417,-256.23666,-373.15912
47.593758,142.3032,209.11072
-27.54717,203.79544,-441.5882
-199.05453,123.009,-325.02527
-39.771748,379.99847,-39.25932
-351.8222,-74.18031,245.15211
102.96891,359.39905,-18.474804
-453.08438,136.24588,51.876347
-316.17392,302.4851,-7.1634626
-100.2059,-293.71307,-145.74802
17.321266,-108.928566,-462.9857
213.85399,-261.23843,199.75076
182.25966,-290.09113,5.470425
87.87943,475.8652,177.94685
-268.6357,-26.944822,454.14145
-202.90344,-431.39896,-208.97577
-85.49869,-526.2937,92.15859
526.39996,255.97507,-165.89043
-234.20192,290.6295,236.532
50.374763,59.456726,-251.41466
17.214376,-358.0989,72.286865
-262.2646,71.359,71.268814
-313.3628,-276.2882,383.98547
-30.490635,273.404,334.85626
-498.8653,-47.36565,-136.13416
