-119.161606,-155.56964,-264.52594
-567.2279,0.18329638,-191.1195
259.3454,-441.38284,515.27386
538.4705,177.18349,263.97833
457.8261,481.62775,-467.48694
-179.46323,273.3865,-375.88702
-558.6363,447.79474,-323.56268
-336.665,-533.3145,-269.45413
95.47909,240.3522,521.73083
-331.0049,-632.2679,261.2392
-98.47936,-181.09814,446.03006
55.73777,43.11152,75.857796
299.8255,581.9813,179.65514
-392.2242,208.57765,304.98337
-180.57625,545.59607,93.2244
439.17142,-254.63332,140.47902
530.3704,10.167524,-232.63602
148.3379,25.711857,-610.97406
179.67131,356.17923,-183.23404
58.925854,-517.9167,54.067646
279.7442,-402.45145,-346.42184
-470.95285,-215.99367,175.48079
